"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","515","retireAgreement_shouldFail_whenAgreementDoesNotExist()","","Mon Nov 03 03:53:31 GMT 2025","passed","Mon Nov 03 03:53:32 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.RetireAgreementTest","org.eclipse.tractusx.edc.tests.transfer.RetireAgreementTest","retireAgreement_shouldFail_whenAgreementDoesNotExist"
"","27","Policy is not accepted Policy with different actions types","","Mon Nov 03 03:52:22 GMT 2025","passed","Mon Nov 03 03:52:22 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidPolicyDefinitions"
"","49","Policy is accepted Warranty","","Mon Nov 03 03:52:21 GMT 2025","passed","Mon Nov 03 03:52:21 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","1269","The sign key of the authentication token is different from the public key from the DID","","Mon Nov 03 03:52:23 GMT 2025","passed","Mon Nov 03 03:52:24 GMT 2025","","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","refresh_spoofedAuthToken"
"","27","Policy is accepted Data Usage End Duration Days","","Mon Nov 03 03:52:22 GMT 2025","passed","Mon Nov 03 03:52:22 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","67","Policy is accepted Data Frequency","","Mon Nov 03 03:52:20 GMT 2025","passed","Mon Nov 03 03:52:20 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","1809","shouldDelegateAuth()","","Mon Nov 03 03:53:54 GMT 2025","passed","Mon Nov 03 03:53:55 GMT 2025","","org.eclipse.tractusx.edc.tests.auth.DelegatedAuthEndToEndTest","org.eclipse.tractusx.edc.tests.auth.DelegatedAuthEndToEndTest","shouldDelegateAuth"
"","26","Verifier should resolve the DID from the prover's ID token","","Mon Nov 03 03:52:19 GMT 2025","passed","Mon Nov 03 03:52:19 GMT 2025","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","presentationResponse_endpointDiscovery"
"","58","Policy is accepted Business Partner Group","","Mon Nov 03 03:52:21 GMT 2025","passed","Mon Nov 03 03:52:21 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","541","Verify that the consumer receives only the offers he is permitted to (using the legacy BPN validation)","","Mon Nov 03 03:52:22 GMT 2025","passed","Mon Nov 03 03:52:22 GMT 2025","","org.eclipse.tractusx.edc.tests.catalog.CatalogTest","org.eclipse.tractusx.edc.tests.catalog.CatalogTest","requestCatalog_filteredByBpnLegacy_WithNamespace_shouldReject"
"","2050","transferFile_success(Vault)","","Mon Nov 03 03:52:48 GMT 2025","passed","Mon Nov 03 03:52:50 GMT 2025","","org.eclipse.tractusx.edc.dataplane.transfer.test.AzureToAzureTest","org.eclipse.tractusx.edc.dataplane.transfer.test.AzureToAzureTest","transferFile_success"
"","3557","Contract policy is fulfilled MembershipCredential","","Mon Nov 03 03:54:20 GMT 2025","passed","Mon Nov 03 03:54:23 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","transferData_whenContractPolicyFulfilled"
"","28","Policy is accepted Affiliates Region (IS_ANY_OF, one element)","","Mon Nov 03 03:52:22 GMT 2025","passed","Mon Nov 03 03:52:22 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","2053","transferFolder_targetFolderNotExists_shouldCreate(Vault)","","Mon Nov 03 03:52:50 GMT 2025","passed","Mon Nov 03 03:52:52 GMT 2025","","org.eclipse.tractusx.edc.dataplane.transfer.test.AzureToAzureTest","org.eclipse.tractusx.edc.dataplane.transfer.test.AzureToAzureTest","transferFolder_targetFolderNotExists_shouldCreate"
"","24725","transferFile_largeFile(long, Vault) File size bytes: 1073741824","","Mon Nov 03 03:52:21 GMT 2025","passed","Mon Nov 03 03:52:46 GMT 2025","","org.eclipse.tractusx.edc.dataplane.transfer.test.AzureToAzureTest","org.eclipse.tractusx.edc.dataplane.transfer.test.AzureToAzureTest","transferFile_largeFile"
"","167","Verify HTTP 403 response when refreshing the token is not allowed","","Mon Nov 03 03:52:14 GMT 2025","passed","Mon Nov 03 03:52:14 GMT 2025","","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","getEdrWithRefresh_unauthorized"
"","170","4.3.3 Verify invalid access token - jti","","Mon Nov 03 03:52:18 GMT 2025","passed","Mon Nov 03 03:52:18 GMT 2025","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","verifier_04_03_03_idTokenJtiUsedTwice"
"","4338","transferData_successful_notReturnOriginalSourceResponseCode_withTerminate()","","Mon Nov 03 03:56:07 GMT 2025","passed","Mon Nov 03 03:56:12 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp08to08","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp08to08","transferData_successful_notReturnOriginalSourceResponseCode_withTerminate"
"","68","Policy is accepted Affiliates Region","","Mon Nov 03 03:52:20 GMT 2025","passed","Mon Nov 03 03:52:20 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","81","BusinessPartnerDeleted event is published","","Mon Nov 03 03:52:22 GMT 2025","passed","Mon Nov 03 03:52:22 GMT 2025","","org.eclipse.tractusx.edc.tests.bpn.events.BusinessPartnerEventTest","org.eclipse.tractusx.edc.tests.bpn.events.BusinessPartnerEventTest","shouldPublishBusinessPartnerDeletedEvent"
"","45","Policy is accepted Confidential Information Sharing","","Mon Nov 03 03:52:21 GMT 2025","passed","Mon Nov 03 03:52:21 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","66","Policy is accepted Precedence","","Mon Nov 03 03:52:21 GMT 2025","passed","Mon Nov 03 03:52:21 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","58","Policy is accepted Liability","","Mon Nov 03 03:52:21 GMT 2025","passed","Mon Nov 03 03:52:21 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","48","Policy is accepted Confidential Information Measures","","Mon Nov 03 03:52:21 GMT 2025","passed","Mon Nov 03 03:52:21 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","3889","Run TCK Presentation Flow tests","","Mon Nov 03 03:52:15 GMT 2025","passed","Mon Nov 03 03:52:19 GMT 2025","","org.eclipse.tractusx.edc.tests.tck.dcp.DcpPresentationFlowTest","org.eclipse.tractusx.edc.tests.tck.dcp.DcpPresentationFlowTest","runPresentationFlowTests"
"","140","X.X Verifier should reject Presentations where at least 1 credential schema is violated","","Mon Nov 03 03:52:19 GMT 2025","passed","Mon Nov 03 03:52:19 GMT 2025","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","verifier_x_x_presentationResponse_invalidCredentialSchema"
"","6611","httpPushDataTransfer()","","Mon Nov 03 03:56:30 GMT 2025","passed","Mon Nov 03 03:56:37 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferPushEndToEndTest.Dsp2025to2025","org.eclipse.tractusx.edc.tests.transfer.TransferPushEndToEndTest$Dsp2025to2025","httpPushDataTransfer"
"","3034","transferData_success_withProxyOriginalResponse()","","Mon Nov 03 03:54:43 GMT 2025","passed","Mon Nov 03 03:54:47 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp2025to2025","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp2025to2025","transferData_success_withProxyOriginalResponse"
"","27","Policy is accepted Jurisdiction Location","","Mon Nov 03 03:52:22 GMT 2025","passed","Mon Nov 03 03:52:22 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","15235","transferData_withTerminate()","","Mon Nov 03 03:55:37 GMT 2025","passed","Mon Nov 03 03:55:52 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp08to08","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp08to08","transferData_withTerminate"
"","101","5.1 Verifier should accept a valid PresentationResponseMessage","","Mon Nov 03 03:52:19 GMT 2025","passed","Mon Nov 03 03:52:19 GMT 2025","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","verifier_05_01_presentationResponse_success"
"","821","4.3.3 Verify invalid access token - nbf in future","","Mon Nov 03 03:52:17 GMT 2025","passed","Mon Nov 03 03:52:18 GMT 2025","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","verifier_04_03_03_idTokenNbfInFuture"
"","4031","transferData_success_withProxyOriginalResponse()","","Mon Nov 03 03:55:56 GMT 2025","passed","Mon Nov 03 03:56:00 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp08to08","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp08to08","transferData_success_withProxyOriginalResponse"
"","28","Policy is accepted Confidential Information Sharing","","Mon Nov 03 03:52:23 GMT 2025","passed","Mon Nov 03 03:52:23 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","5698","transferData_privateBackend()","","Mon Nov 03 03:53:25 GMT 2025","passed","Mon Nov 03 03:53:31 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.DimConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.DimConsumerPullTest","transferData_privateBackend"
"","17255","Malicious actor should not impersonate a consumer sending a valid consumer VP","","Mon Nov 03 03:52:22 GMT 2025","passed","Mon Nov 03 03:52:39 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.CredentialSpoofTest","org.eclipse.tractusx.edc.tests.transfer.CredentialSpoofTest","shouldNotImpersonateConsumer_withConsumerPresentation"
"","6019","transferData_privateBackend_withConsumerDataPlane()","","Mon Nov 03 03:54:07 GMT 2025","passed","Mon Nov 03 03:54:13 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp2025to2025","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp2025to2025","transferData_privateBackend_withConsumerDataPlane"
"","2639","transferFile_azureToS3MultipleFiles(Vault)","","Mon Nov 03 03:53:05 GMT 2025","passed","Mon Nov 03 03:53:08 GMT 2025","","org.eclipse.tractusx.edc.dataplane.transfer.test.MultiCloudTest","org.eclipse.tractusx.edc.dataplane.transfer.test.MultiCloudTest","transferFile_azureToS3MultipleFiles"
"","3170","transferData_failing_withProxyOriginalResponse_withoutSourceResponseBody()","","Mon Nov 03 03:54:40 GMT 2025","passed","Mon Nov 03 03:54:43 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp2025to2025","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp2025to2025","transferData_failing_withProxyOriginalResponse_withoutSourceResponseBody"
"","673","triggerDataTransfer_shouldFail_whenDataFlowIsNotPushFlowType()","","Mon Nov 03 03:53:09 GMT 2025","passed","Mon Nov 03 03:53:10 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.DataFlowApiEndToEndTest","org.eclipse.tractusx.edc.tests.transfer.DataFlowApiEndToEndTest","triggerDataTransfer_shouldFail_whenDataFlowIsNotPushFlowType"
"","17","Verifier should reject an auth token without the Bearer prefix","","Mon Nov 03 03:52:18 GMT 2025","passed","Mon Nov 03 03:52:18 GMT 2025","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","presentationResponse_rejectMissingBearerPrefix"
